video_id,vllm_description,label
SXLvuLVEGI4,"A split-screen YouTube thumbnail shows a woman on the left with an shocked, open-mouthed expression wearing red, and a man on the right wearing glasses and a turtleneck with a calm demeanor, with the text ""SHUT UP!"" displayed prominently in the center and a ""Top 10"" indicator in the corner.",1
RRuhV-9IoVU,"The image shows a split-screen comparison with a woman on the left appearing confrontational near a car, and the same or similar woman on the right with an aggressive gesture, with bold red text reading ""GET OUT OF MY WAY"" and a red arrow pointing between the two scenes, suggesting a dramatic or confrontational scenario typical of clickbait YouTube content.",1
Lsf9bgbJS_E,"The thumbnail shows a split-screen image with a person on the left wearing a cap and hood with an intense facial expression, paired with a red ""EXCLUSIVE"" label, alongside a right panel showing figures on airplane stairs, with bold text reading ""IMA K*LL MYSELF"" at the bottom.",1
MZp3_9S_BVs,"This YouTube thumbnail features a woman on the left with a surprised expression, alongside childhood photos and current images of what appears to be family members, with red ""EXCLUSIVE"" text and a quote reading ""NORTH ACCEPTED BIANCA AS MOTHER"" prominently displayed.",1
K0wkZ7acqSI,"The thumbnail features a split-screen layout with a man on the left wearing a beanie and displaying a shocked expression, a woman on the right smiling at the camera, and a small circular image in the center, accompanied by red text reading ""EXCLUSIVE"" and ""BARKER STABBED BY GANG"" in a sensationalized headline style typical of clickbait content.",1
fw2MXtbXDLU,"The YouTube thumbnail features three portrait images arranged horizontally - a woman with platinum blonde hair on the left, a woman with dark hair and purple eyeshadow on the right, and a smaller image in the center, with red text reading ""EXCLUSIVE 'KHLOE SLAPPED KIM K'"" indicating sensational celebrity gossip content.",1
2kLrpe0bcwY,"A YouTube thumbnail featuring two women's headshots on either side with a circled surveillance or aerial footage image in the center, accompanied by red ""EXCLUSIVE"" text and white text reading ""YOU ARE EXPOSED"" in all caps, designed to convey scandal or controversy.",1
2jM1lEi8lF4,"The thumbnail features a close-up of a woman on the left side with a surprised expression and hand near her face, alongside an aerial view of a large residential house and an inset image showing multiple people in dark clothing outside the property, with bold red text reading ""EXCLUSIVE"" and ""KIM K HOUSE RAIDED!"" indicating sensationalist clickbait content.",1
6RD4PxCgwO0,"The thumbnail shows a split-screen image featuring a woman with a tearful expression on the left side, while the right side displays a group of people at what appears to be a public event, with red text at the bottom reading ""EXCLUSIVE 'NORTH TESTIFIED AGAINST KIM K!'"" indicating tabloid-style celebrity gossip content.",1
Y0oW-DmpXto,"The thumbnail shows a split-screen layout featuring a woman on the left with a serious expression, a small candid photo in the center, and a man on the right lying in bed, with bold red text reading ""EXCLUSIVE"" and a sensational headline claiming ""BIANCA TRIED TO K*LL KANYE.""",1
gEq4vg9pfRs,"The thumbnail features a split-screen layout with three female faces and a red ""EXCLUSIVE"" label, along with headline text reading ""KIM K ARRESTED FOR B3ATING NORTH"" in all caps, appearing to present sensationalized celebrity gossip content.",1
U5HKALbr0tY,"A YouTube thumbnail featuring multiple photos of people arranged in a grid layout with bright pink text reading ""DON'T WORRY, I'LL LOOK AFTER YOU!!"" displayed prominently across the center, suggesting a dramatic or gossipy entertainment-focused video content.",1
Ds0WoeUHQew,"The thumbnail displays two headshot photos side-by-side with a woman on the left and a man with facial tattoos on the right, accompanied by red text reading ""EXCLUSIVE"" and ""$1M REFUSAL SHOCKER"" in bold letters, suggesting a sensational celebrity news story.",1
yZJKpieLJ3U,"The thumbnail features two people with shocked facial expressions on either side of a burning mansion image in the center, with red ""EXCLUSIVE"" branding and bold white text reading ""MANSION BURNT!"" at the bottom, designed to convey dramatic breaking news or sensational content.",1
S5uo5W21jFs,"A woman with long platinum blonde hair wearing a black turtleneck sweater is shown in a close-up shot against a blurred background of clothing racks, with a neutral, direct expression while looking toward the camera.",1
jpRgf5q-9FM,"The thumbnail features three panels showing different people with an ""EXCLUSIVE"" label and bold text reading ""BIANCA THANKS KOURTNEY FOR......!!"" suggesting a dramatic revelation or statement between these individuals.",1
jOcptau119Q,"The thumbnail shows a split-screen layout featuring a woman on the left with a serious expression, a close-up of a young person's face in the center with a neon pink border, and police activity on the right, with bold red text reading ""EXCLUSIVE KIM K ARRESTED FOR B3ATING NORTH!"" at the bottom.",1
WyfZ1zOQkwk,"The thumbnail shows a split-screen comparison with a young person on the left (with a red circle highlighting their neck area) and an adult woman on the right with an shocked or angry expression, with yellow text reading ""F*CK NORTH!"" suggesting this is a reaction or commentary video.",1
8UWdmOQKMwE,"A split-screen thumbnail shows a young woman with glasses and earrings smiling on the left side with an American flag background, while the right side displays a formal group photo of people in business attire, with a red ""EXCLUSIVE"" label and inflammatory quote text reading ""SHE TREATS ME LIKE SH*T"" prominently displayed across the bottom.",1
v9JOoK88wEQ,"A man on the right side of the screen is speaking into a microphone with an animated, skeptical expression while gesturing with his hands, with a split-screen image on the left showing a couple, and large yellow text reading ""THEY WON'T LAST"" prominently displayed across the thumbnail.",1
0LUxHXJgtMc,"A YouTube thumbnail from the Ellen DeGeneres Show displays two people sitting on white chairs during an interview, with the text ""FU**K OFF"" overlaid at the top in large white letters and a red arrow pointing to one of the guests, set against a backdrop of palm trees and a Los Angeles skyline.",1
x0qoIC_qYxM,"A baseball player wearing an Oakland Athletics uniform and cap stands confidently on the left side of the image with a slight smile, positioned next to a luxurious white Lexus SUV and an upscale residential mansion in the background, with the text ""Athletics"" visible on his jersey.",1
Be8T7Jd4Dpw,"A smiling man with dreadlocks wearing a black blazer and red striped tie is prominently featured in the foreground on the left side of the thumbnail, with a modern house and turquoise luxury SUV visible in the background, suggesting content related to wealth, real estate, or lifestyle.",1
u7ohdrNYRiM,"A man wearing a black shirt and gray cap makes an exaggerated shocked expression while holding up a doll with red yarn hair and an unnaturally long nose, creating a humorous and eye-catching thumbnail likely designed to attract clicks through absurdist comedy.",1
6mTlK0C0BNo,"A young man in a red hoodie with a shocked expression stands next to a smiling woman in green, with a private jet and yellow Lamborghini with open doors visible in the background, suggesting a video about luxury travel or wealth.",1
L49eDwHidOU,"A man wearing a white and navy football jersey with the number 91 stands with a serious expression on his face, positioned next to a bright green Bentley SUV in front of an ornate, cream-colored mansion with palm trees, with a license plate visible reading ""200 TW.""",1
K-y2SHFaw4Q,"A young man wearing a dark blue sports jersey with the number ""10"" is smiling and giving a thumbs-up gesture toward the camera, with a luxury blue SUV and a modern brown house visible in the background, suggesting a real estate or lifestyle content theme.",1
nz4cBVb9wh4,"A man wearing a white tank top and denim jacket stands confidently in the foreground with a slight smile, positioned next to a red luxury car and a private jet in the background, suggesting a wealth-focused or lifestyle content theme.",1
Rb_eLv2B5ps,"The thumbnail shows a young man with an excited expression in the foreground (right side) surrounded by multiple women in bikinis standing in a pool with a tropical beach background, with large white text reading ""100 dates"" in the top left corner.",1
fIdC3UIx6Ak,"Two young people display excited expressions while holding a birthday cake decorated with ""Happy Birthday Lexi"" in front of a bright green Lamborghini with a red bow and a private airplane in the background.",1
85hatY2iiyU,"A young man with an excited, surprised expression is partially submerged in a bright blue swimming pool in the foreground, with a massive golden mansion featuring yellow water slides, palm trees, and clear blue sky visible in the background.",1
_EpnKL2Bamo,"This thumbnail shows a before-and-after skincare comparison featuring an older woman on the left with visible wrinkles and an younger-looking woman on the right with glowing, smooth skin, with a spoon of white crystalline substance (likely salt or sugar) suspended above a glass of water in the center, suggesting a skincare remedy or treatment video.",1
lY-rdDrJb3c,"The thumbnail shows a split-screen comparison with a blonde woman on the left with a shocked expression, and two red-boxed photos labeled ""THEN"" and ""NOW"" on the right, with yellow text reading ""HER FACE IS RUINED!!"" suggesting a before-and-after comparison video about someone's alleged cosmetic changes.",1
ndKF0a11s6k,"This YouTube thumbnail features a split-screen layout with four images of different women, including what appears to be a blonde woman in sunglasses on the left and a woman with dark hair on the right appearing emotional, with dramatic text overlays reading ""B*TCH, R U SERIOUS?!?"" and ""PLEASE FORGIVE ME!!"" suggesting a confrontational or apologetic scenario.",1
LvDEyj9qO7M,"A split-screen YouTube thumbnail showing a woman on the left with a serious or upset expression, and three men laughing on the right, with yellow text reading ""NO HOES ALLOWED!"" and ""HAHA!"" visible on the image.",1
c-8P-OeQkm8,"The thumbnail shows a split-screen layout with a wedding photo on the left featuring a bride in a white dress with groomsmen, a circled close-up of a woman's face in the center, and a couple on the right, with red and yellow text at the bottom reading ""EXCLUSIVE"" and ""KIM SHAMED BY AMBANI FAMILY.""",1
hH4pGKB_OU8,"This thumbnail shows a before-and-after comparison featuring two contrasting images: on the left, a person with visible acne and skin imperfections with a neutral expression, and on the right, the same person digitally edited or filtered to appear with flawless, pale skin, defined features, and bold red lipstick, suggesting a transformation or makeup/beauty filter demonstration.",1
63XCqCS2DoY,"The thumbnail shows a split-screen comparison featuring a person on the left with an exaggerated, poorly-applied gold and brown face paint makeup design with an shocked expression, and a woman on the right with professionally applied makeup featuring gold eyeshadow and gold hoop earrings, appearing to look downward with a neutral expression.",1
GIVZNtRADPg,"A person in a black shirt stands to the left of a large presentation screen displaying an ""iPhone 17 FLIP"" concept image with the Apple logo, showing a blue foldable phone design with dual cameras against a modern white interior background.",1
nMrN8e0Q8EI,"A person in a black t-shirt stands on the left side of the frame presenting a large display screen showing the ""iPhone 17 Pro Max"" with the Apple logo, featuring a sleek white smartphone rendered at an angle with a prominent camera module visible on its back.",1
ItiL7XpnKWE,"A YouTube thumbnail featuring a man on the right side with a shocked/disgusted expression, alongside two photos of a woman on the left (with dark hair and blonde hair respectively) framed in red, with large yellow text reading ""SHE'S SO DISGUSTING!!!"" in all caps.",1
ppL4VTbDLa0,"The image shows a split-screen comparison with a person on the left wearing glasses and natural curly hair with a skeptical expression, an arrow pointing to the right toward a glamorous woman with straight dark hair and makeup on the right, accompanied by a surprised emoji in the center, suggesting a transformation or ""before and after"" style thumbnail.",1
bGkJvA6WVGc,"The thumbnail shows a split-image comparison with an arrow pointing from a woman on the left (appearing to hold a baby, with a concerned expression) to a glamorous woman on the right (with styled hair and makeup), accompanied by a surprised emoji and text reading ""+6 MILLION VIEWS!!!"" in all caps, suggesting a dramatic transformation or before-and-after reveal video.",1
JLAEDN0tpDk,"A side-by-side comparison thumbnail showing two faces with a red arrow pointing from the left face to the right face, featuring shocked emoji reactions and a golden/yellow background effect, suggesting a transformation or makeup/editing before-and-after video.",1
sO0sqLxIyDk,"The thumbnail shows a split-screen comparison with an arrow pointing from a person on the left (appearing without makeup) to a person on the right (with professional makeup and styling), featuring a surprised emoji and text reading ""+8 MILLION VIEWS!!!"" to highlight a dramatic transformation.",1
i18CiJf6ifU,"The thumbnail displays a split-screen comparison showing two different appearances of what appears to be the same person, with the left side showing a natural/bare-faced look and the right side showing a glamorous makeup look, accompanied by a shocked face emoji and text reading ""+26 Million Views!!!"" indicating this is a viral transformation video.",1
ILLvxlGn4Hs,"The thumbnail shows a before-and-after style comparison of two faces with an arrow pointing from the left image (showing a person with minimal makeup and natural appearance) to the right image (showing the same person with professional makeup and styling), accompanied by a shocked emoji and text reading ""+27 Million Views!!!"" to emphasize the dramatic transformation.",1
2rtPaqkrLPw,"The image shows a split-screen comparison of makeup application, with the left side displaying a person with darker skin tone having foundation or concealer applied to their face, and the right side showing a person with lighter skin tone displaying completed makeup with warm-toned eyeshadow and burgundy lipstick, set against a dark background.",1
cskz74MUEc8,"A split-screen comparison showing a person's face on the left with a surprised expression and an arrow pointing to a glamorous makeup transformation on the right, accompanied by a shocked emoji and text reading ""+5 Million Views!!!"" indicating a viral makeup tutorial or beauty transformation video.",1
IOZjkEcNHIE,"An aerial view shows a red circus or transport truck with lions and handlers on a highway, surrounded by multiple lions walking on the road with handlers on leashes, depicting a dramatic scene of big cats being transported or managed in an outdoor setting.",1
ehsEnYfzREA,"The thumbnail shows a split-screen comparison: on the left, a medical professional in surgical attire holds a baby during an examination, and on the right, a woman with purple hair and glasses displays an exaggerated shocked expression with her mouth wide open, with partial text visible that includes ""PALIDAD D"" on the medical setting side.",1
RPmBoQ1Ciu0,"This YouTube thumbnail features a before-and-after comparison of hair growth results, with a woman shown from behind displaying noticeably longer hair on the right side compared to the left, accompanied by the text ""Grow Your Hair Overnight!"" in red lettering, a surprised emoji, and smaller images showing hair care products and application methods.",1
jwCWcB9w-Go,"This YouTube thumbnail displays a before-and-after transformation of a woman's face, with the left side showing her appearance before a procedure and the right side showing the results after, connected by a red arrow, with a yellow apple positioned above as a visual metaphor, and watermarked text reading ""beauty secret"" across both images.",1
C0Wj6AnFPJo,"# Description

A before-and-after beauty comparison thumbnail shows a close-up of a person's lower face on the left side displaying wrinkles and sagging skin, contrasted with the right side showing smoother, more lifted skin after treatment, with a spoon holding a white cream product and a jar of the same product displayed in the center, labeled ""before"" and ""after"" in yellow text.",1
63gcs9-G8Vw,"The image shows a before-and-after comparison of two women's faces—an older woman on the left with visible wrinkles and age spots, and a younger-looking woman on the right with smoother, clearer skin—with arrows pointing between them and images of bananas and what appears to be rice or a similar ingredient in the corner, suggesting a natural remedy or skincare tutorial thumbnail.",1
2-Cwbh8kPx4,"This TLC weight loss transformation thumbnail shows a before-and-after comparison of a woman, with the left side labeled ""BEFORE"" displaying her at a larger weight sitting with food, and the right side labeled ""AFTER"" showing her at a significantly reduced weight in casual clothing, connected by a red arrow indicating the dramatic transformation.",1
2r3p1wNl5f8,"The thumbnail shows a split-image comparison featuring a young child on the left wearing a navy headband with a surprised expression, an arrow pointing to the right toward an adult woman on the right with blonde hair and a bright smile, with a shocked emoji face in the center and text reading ""◎10 Million Views!!!"" at the bottom.",1
2ye08EJSnp8,"A man on the left with an angry, shocked expression is pointing and speaking directly at the camera, with a yellow-bordered headshot of another man on the right, accompanied by large yellow text reading ""EXCLUSIVE"" and ""HE'S A RUDE C*NT'"" suggesting a gossipy or confrontational entertainment video.",1
pILTJGibe6U,"A black and white portrait photograph shows a woman wearing an ornate tiara and pearl necklace with a subtle smile, accompanied by the white text ""ALIVE?"" in the upper left corner, suggesting a video questioning someone's current status or existence.",1
97Kk-c06T9w,"The thumbnail features Tim Cook, Apple's CEO, shown in profile on the right side wearing glasses and a blue shirt with a contemplative expression and hand near his face, alongside the text ""Final days."" and the Apple logo on a black background.",1
TYZ21Gqd9kw,"A woman in a white tank top and dark shorts hugs a large male lion from behind in what appears to be a wildlife sanctuary or park setting, with the lion's mane prominently visible and a vehicle visible in the background.",1
ChmFvyGxxVY,"# Image Description

A severely emaciated coyote with visible ribs is standing on frozen ice while a person in winter clothing offers it food, with a frozen body of water and bare trees visible in the background.",1
5d3GFk7Stas,"# Image Description

A blue car is comically overloaded with numerous children packed inside and on top, with several passengers waving their arms enthusiastically while a large tire leans against the vehicle's side, creating a humorous scene set in a rural area with green fields in the background.",1
hHGWuzg5n0k,"The thumbnail shows two side-by-side headshots of a man wearing a dark blue shirt on the left and a woman with long dark hair on the right, both smiling at the camera against a white backdrop with partial text visible that appears to be from an event or media appearance.",1
t1FlZC4_g70,"The image shows a Fox News studio set with blue and purple lighting, featuring the Fox News logo on a display screen, with large yellow text overlaid reading ""COCAINE-FUELED FOX NEWS BROADCASTS"" against the professional broadcast environment.",1
jlQDHrDTyi4,"# Image Description

In this YouTube thumbnail, a woman with reddish-brown hair on the left side of the frame appears to be in conversation with a man in a light purple shirt on the right, with bold red and white text overlaid reading ""SHE TRIED TO SET HIM UP,"" set against a cityscape background that suggests a talk show or interview setting.",1
tvoSPqaIiI8,"The image shows a ""THEN vs NOW"" comparison grid featuring four before-and-after pairs of faces with exaggerated or altered appearances, labeled as ""PLASTIC SURGERY DISASTERS"" in white text at the bottom, with yellow header bars dividing each column into ""THEN"" and ""NOW"" sections.",1
XP2uFwNJssQ,"The thumbnail shows a split-screen comparison featuring a woman on the left side with a surprised expression, alongside a stage performance image on the right, with a red arrow connecting them and large yellow text reading ""BROKE!"" at the bottom, indicating a clickbait-style video about financial difficulties or a performance mishap.",1
g8BT9T0yw9E,"A bearded man in a black jacket sits next to a black device with two white circular eyes against a pink floral wallpapered background, with a ""Subscribe to [channel name]"" watermark visible in the upper right corner.",0
edpRqir29aI,"The thumbnail shows three young men in what appears to be a clothing store, with the man in the center appearing to react with surprise or discomfort, while text reading ""Best Slapping Prank"" and an arrow pointing to him suggests this is a prank video thumbnail.",0
Jj56yCjJEck,A young boy in a red scarf and dark jacket poses enthusiastically with outstretched arms next to an extremely long line of action figures arranged in a single file along a baseboard in what appears to be an indoor room.,0
6nZAQglI178,"A smiling woman with dark hair and gold jewelry is playfully biting or holding someone's hand, while both display their decorated nails and rings against a pink-toned background, creating an engaging and humorous moment for the video thumbnail.",0
LC2nkQTpC-0,"A person's hand holds a clear glass cylinder containing water and green plant stems against a blurred green background, with the text ""8 WATER TRICKS"" in bold red and white letters on the left side and a red arrow pointing downward on the right side of the image.",0
NkyEOrQiGMQ,"# Image Description

A person's hand holds a stacked pile of copper or bronze-colored metallic coins above a wooden surface, with several individual coins scattered below, demonstrating the coins' appearance and material composition.",0
2OPOGUUkauc,"Spider-Man in his iconic red and blue suit is crouched in a dynamic pose on a rooftop with an urban cityscape in the background, while the ""SCENE CITY"" logo appears in the top left corner of the image.",0
uVUon6lfNDw,"This YouTube thumbnail shows a lesson on punctuation, specifically featuring the term ""Full stop"" in large black text on a white background with a brown border, accompanied by a visual representation of a period (•) symbol.",0
WB3zolACjuI,"A cartoon boy in a red shirt with a cheerful, thoughtful expression gives a thumbs-up gesture while the text reads ""What happens if... There are NO RULES"" in layered blue, gray, and red banners against a light blue background.",0
uzXpkreSc74,"A child's hands hold a large collection of colorful plastic capsule toys (red, pink, and blue) with yellow labels, appearing to be collectible surprise eggs or similar novelty items stacked together in a pile.",0
4QTTDmqc_3E,"A man wearing glasses and a green jacket is shown in profile against a purple background, looking thoughtfully to the side with a serious or contemplative expression.",0
spV1PDKf9Rk,"The thumbnail shows a sensationalized scene with yellow text reading ""SHOCKING!!! ARJUN KAPOOR SLAPS RJ ARPIT"" at the top, featuring what appears to be two people in a physical altercation inside what looks like a radio station, with one person appearing to be struck or pushed.",0
pSHVbLPWA28,"The image shows a dramatic split composition with bold white text reading ""HOW BIG IS THE UNIVERSE?"" on the left side, while the right side displays a visualization of the universe's scale with concentric layers of particles, stars, and galaxies against a black background, illustrating the vastness and complexity of cosmic structures.",0
AXFhTXSLjco,"Three young people are sitting in the back seat of a car, with the person on the left appearing anxious or surprised while touching their face, the middle person looking somewhat concerned, and the person on the right speaking or engaged in conversation.",0
5mnQTzhVgl8,"# Image Description

A young person in a light blue/white button-up shirt stands at a microphone against a red curtain backdrop, with the text ""COULD YOU DEFINE 'WOMAN'?"" displayed prominently in white and yellow letters, suggesting this is from a comedy or social commentary video.",0
YFhwEJosUsU,"The thumbnail displays an aerial view of a tropical island with pristine turquoise waters and white sand beaches surrounded by lush green vegetation, with text reading ""BEAUTIFUL PLACES IN THE WORLD,"" accompanied by ""8K ULTRA HD"" and ""TOP 50"" badges in the upper corners.",0
AY2jPAb6BOQ,"# Image Description

This black and white animated thumbnail shows two cartoon characters in what appears to be a vintage early animation style, with one character on the left holding what looks like a weapon or tool, while another larger character on the right is positioned in a defensive or reactive pose, set against a desert-like landscape background.",0
L2i8agzydig,"Two men wearing Argentina (blue and white striped) and Brazil (yellow) national football jerseys are seated at a table with exaggerated, animated facial expressions while two women stand behind them in traditional Indian attire, set against a rural field backdrop.",0
epWTkSmY3Nw,"A middle-aged man in a dark blazer and blue shirt sits against a pink and red abstract background, displaying a skeptical or concerned facial expression, with white text reading ""How To Get Fired"" and ""TOM BRISCOE"" along with a ""DRY BAR"" logo in the corner.",0
Q9UkP0G77Bk,"A middle-aged man with gray hair wearing a dark blazer and checkered shirt stands at a microphone against an orange and purple gradient background, with the text ""Stupid Sayings"" and ""DON MCENERY"" displayed, along with the ""DRY BAR"" comedy logo in the upper left corner.",0
FtDv-L1stdo,"Two men are performing on stage against a red brick background, with one holding a microphone while both appear to be laughing and engaged with the audience, accompanied by yellow text reading ""STAND-UP COMEDY"" and ""Ft. Harsh Gujral,"" along with the ""KHEL KHEL MEIN"" logo in the upper right corner.",0
zCUi8b3Mr70,"This split-screen security footage shows a person on a treadmill in a gym, with the right panel circled in red to highlight the subject's location, and ""COURT TV"" branding in the lower left corner, suggesting this is evidence or surveillance footage from a legal case.",0
M2idDi4ukA8,"The thumbnail shows a split-screen comparison of an otter performing different poses or stretches on sandy ground within an enclosure, with a ""WA"" logo visible in the top left corner, suggesting this is educational or documentary content about wildlife behavior.",0
l6uqpS63yso,"A geometric puzzle thumbnail features a large triangle subdivided into smaller triangles with the question ""How many triangles do you see?"" alongside four multiple-choice answers (9, 13, 17, and 15), with a red play button icon in the corner indicating this is a video thumbnail.",0
vZgnGwyOO2s,"A young girl in a pink shirt and jeans is captured mid-jump or levitation above a large green hand/arm in an industrial studio setting, with ""NETFLIX FILM CLUB"" branding in the top left corner and yellow text reading ""WE CAN BE HEROES"" and ""BEHIND THE SCENES"" overlaid on the image.",0
0VMkhHN0V3g,"The thumbnail shows two animated characters - a girl in a pink jacket and a boy in an orange shirt - standing in a natural outdoor setting with trees and grass, with Hindi text reading ""मेरिक भूत का Secret"" (My Ghost's Secret) at the top and a ""Zee Kids"" logo, suggesting this is from an animated children's story or educational video about a mysterious secret.",0
tFCJLshbNdE,"A man with curly blonde hair wearing a light blue shirt stands at a microphone on stage against a brick wall background, smiling while performing, with white text reading ""Rapid Fire Jokes"" and ""BOBBY TESSEL"" overlaid on the image, along with the Dry Bar Comedy logo in the top right corner.",0
bUYUSXyp3Pg,"A comedian named Drew Thomas holds a microphone while performing on stage, wearing a light blue shirt, with a serious or contemplative expression, against a purple-tinted background with text reading ""White Friends"" and the Dry Bar Comedy logo visible.",0
PRRNw5IRufM,"A man with a shaved head holding a microphone against a bright yellow background, with text reading ""Bill Burr ON Black People"" positioned to the right of his image.",0
NsaSG-0U4mU,"A young boy with reddish-brown hair wearing a dark jacket with white trim is shown with a serious, contemplative expression on his face during what appears to be an ESPN NCAA basketball event, as indicated by the network logos and ""World Series Winner Finals"" text visible in the upper left corner.",0
IYSxN5sNQ_M,"The thumbnail features Bill Burr, a bald man wearing a blue shirt, performing stand-up comedy with an animated hand gesture and engaged expression, positioned against a black background with red geometric design elements and white text reading ""BILL BURR BEST STAND UP COMEDY.""",0
1lTJ9ef7S0c,"Jimmy Carr stands on stage in a brown blazer and pink shirt with a serious expression, with text identifying him as ""JIMMY CARR Volume. 2"" and the video title ""THE RISKIEST JOKES EVER"" displayed on the thumbnail.",0
0irkH7mOCAI,"A man in a black t-shirt stands against a dark starry background with a slightly bent posture and focused expression, while white text on the left reads ""TOP 5 MOST OFFENSIVE BRUTAL STAND UP JOKES.""",0
5t1qzkY6GfY,"Five members of a K-pop girl group pose confidently against a bright pink background while wearing coordinated black and white outfits, with ""READY 2 DANCE"" text visible in the lower left corner and an ""M2"" logo in the upper right corner.",0
DrHkLv2414o,"A man with a mustache is laughing or smiling broadly while holding a microphone, with ""YDL"" text visible in the upper left corner of the frame.",0
ydAyvvDQrgY,"Inside a public train or transit vehicle, a man in a white shirt gestures while speaking to passengers, including a woman in a yellow/gold coat on the left, with blue-tinted windows visible in the background and what appears to be transit signage on the walls.",0
p7QS4cz-Avs,"The thumbnail displays a purple-bordered frame with the text ""MOMENTS SPANNERS AND SEESAWS"" written in large purple letters on a light background, surrounded by sketched illustrations of tools (wrenches, spanners) and physics-related objects (seesaws, levers), indicating an educational video about mechanical physics concepts.",0
DGAPEIxTwU4,"A hand holds a green smartphone with an attached external lens attachment in the lower right corner, with bold white and yellow text reading ""YOUR VIDEOS NEED THIS"" on the left side and a yellow arrow pointing to the camera accessory against a blurred green background.",0
vSidTZlSbzY,"# Image Description

A woman with reddish-brown hair wearing dark clothing is shown in two side-by-side overhead camera angles of what appears to be an elevator or small enclosed space, with her posing and gesturing in different positions on the blue-tiled floor.",0
g0UT4aliEe4,"A man wearing a black long-sleeved shirt and white baseball cap with a red logo sits in front of a dark blue background with the word ""RIDICULOUSNESS"" displayed in cyan text to his left, while he looks directly at the camera with a neutral expression.",0
n6B5gQXlB-0,"# Image Description

A group of people wearing white coats are lined up and bowing forward in unison against a blue tiled background, with a red ""SOURCE MUSIC"" logo visible in the lower left corner of the frame.",0
iFnSP-h5S4c,"The YouTube thumbnail shows astronauts in blue spacesuits inside a spacecraft on the left, the Boeing Starliner spacecraft docked in space in the center, a male news presenter in a pink shirt on the right, and bold red text reading ""BOEING STARLINER MAKES 'STRANGE NOISES'"" with ""Firstpost AMERICA"" branding in the upper right corner.",0
Gvj8VBq0I6Y,"# Image Description

A bearded man wearing a tan vest, blue shirt, and cowboy hat sits relaxed in a chair on a rural property with fencing and bare trees visible in the background, appearing to be speaking to the camera in what looks like a vlog or video content setting.",0
MQTUznTBpNM,"The thumbnail shows a split-screen comparison of two moments: on the left, a couple shakes hands in front of pink and blue balloons in what appears to be a gender reveal setup, and on the right, the same man is shown with his hand to his mouth in a surprised or shocked reaction, suggesting this is a before-and-after reveal moment.",0
ZP8wqrJ0wKU,"The thumbnail shows a split-screen comparison of two similar-looking young people in car seats wearing colored shirts (blue on the left, purple on the right), with the left person displaying an exaggerated emotional expression while the right person appears to be reacting or speaking, typical of reaction or challenge video content.",0
RgxBs4Kn1Q8,"Two young teenagers stand together outdoors near a beach or waterfront, with the boy on the right wearing a light blue graphic t-shirt and smiling at the camera, while the girl on the left with long blonde hair has a more neutral expression, with palm trees and water visible in the blurred background.",0
RBQ-IoHfimQ,"A young girl in a blue shirt looks downward with a contemplative or sad expression while holding what appears to be a newspaper or document, with an adult reading a newspaper visible in the background of what seems to be a home interior.",0
4bMSJY9ddL8,"# Image Description

This fantastical artwork depicts two large, metallic bronze-colored creatures that resemble a hybrid between whales and dragons, positioned in an arid, dusty landscape with warm orange and golden tones, with one creature appearing to leap or arch upward while the other curves beside it in a dynamic, intertwined pose.",0
TFkUan5Uujs,"The image shows a creative miniature sculpture of an insect-like creature constructed from clothespins, wooden pieces, purple wire legs, and red cylindrical objects on top, posed against a plain gray background.",0
rtih8OEh7S0,"A hand holds a small USB cable with a pencil attached to it against a blurred green outdoor background, appearing to showcase a creative or DIY tech accessory concept.",0
hC3Ojbspi94,"The thumbnail shows three panels displaying fresh tropical fruits being harvested and squeezed - a person holding halved pink grapefruits on the left, hands squeezing orange citrus slices in the middle, and someone holding bright yellow mangoes on the right, all set in what appears to be an orchard or farm environment.",0
dZyUWLW7kEI,"The thumbnail features a cartoon man falling through the air past a cloud against a bright blue background, with the text ""THE LUCKIEST UNLUCKY MAN TO EVER LIVE"" displayed in large white letters at the top.",0
EFFVStl_Uac,"The thumbnail features a heavily deteriorated, abandoned ship frozen in icy Antarctic waters with snow-covered mountains in the background, accompanied by bold red and white text reading ""ANTARCTICA's DARK SECRETS"" at the top, creating a dramatic and mysterious atmosphere.",0
o268qbb_0BM,"A man wearing black-framed glasses and displaying a concerned or anxious expression has both hands raised to his mouth in a worried gesture against a dark background, conveying stress or concern without any visible text.",0
VVAIH60YeYg,"# Image Description

A woman with shoulder-length blonde hair, wearing a burgundy or maroon-colored top, sits on a talk show set with a warm smile, positioned in front of a nighttime cityscape backdrop with illuminated buildings visible behind her.",0
PHpPtdk9rco,"A woman with long blonde hair wearing a sleeveless beige top stands on a dark stage with an engaged, open-handed gesture while delivering a TED talk, with the text ""The most important parenting strategy"" displayed prominently on the left side and the TED logo visible in the bottom left corner.",0
5IpmafMQ6AU,"A person's hands are shown adjusting a camera lens while examining photography equipment laid out on a textured fabric surface, with warm natural lighting coming through a window in the background.",0
xjuwkGXXy4Q,"In this image, a man wearing a blue shirt and white headphones sits at a table next to a woman in a black shirt, both appearing to be engaged in gaming or interactive entertainment, with the man gesturing toward a controller or gaming device in front of them.",0
